Amount,Description,Transaction_ID
2528500.0,Order SODDG24-00179,2476
4088452.0,Order SOHSK24-00010,2477
9210.6,Order SOHSK24-00033,2478
80789.4,Order SOHSK24-00034,2479
90000.0,Order SOHSK24-00026,2480
162729.0,Order SOB6524-00031,2481
28047.48,Order SODDG24-00097,2482
17636.8,Invoice PBZ-24-00736,2483
785986.24,Invoice PBZ-24-00765,2484
341561.97,Invoice PBZ-24-00767,2485
5538015.0,Invoice PBZ-24-00779,2486
7977797.0,Invoice PBZ-24-00782,2487
8785695.0,Invoice PBZ-24-00784,2488
5198899.0,Invoice PBZ-24-00796,2489
3021912.0,Invoice PBZ-24-00801,2490
9528200.0,Invoice PBZ-24-00802,2491
10624551.0,Invoice PBZ-24-00804,2492
2781788.0,Invoice PBZ-24-00803,2493
4934.16,Invoice PBZ-24-00737,2494
4957.92,Invoice PBZ-24-00744,2495
13950.3,Invoice PBZ-24-00819,2496
63261.0,Invoice PBZ-24-00824,2497
9810.88,Invoice PBZ-24-00835,2498
36996.7,Invoice PBZ-24-00837,2499
776.4,Invoice PBZ-24-00853,2500
1450.08,Invoice PBZ-24-00854,2501
9891.9,Invoice PBZ-24-00857,2502
139535.22,Invoice PBZ-24-00862,2503
5326.8,Invoice PBZ-24-00845,2504
1098.27,Credit Memo PBZ-24-00881,2505
718012.75,Invoice PBZ-24-01266,2506
718016.35,Order SOETH24-00222,2507
15314040.0,Order SOOIL24-00041,2508
98127.9,Order SODDG24-00070,2509
60082.2,Order SOC5524-00017,2510
4262.46,Order SOWDG24-00046,2511
5211.0,Order SOGRW24-00009,2512
776.4,Order SOWDG24-00008,2513
722657.86,Invoice PBZ-24-00766,2514
282241.83,Invoice PBZ-24-00768,2515
25128078.0,Invoice PBZ-24-00777,2516
4293.87,Invoice PBZ-24-00793,2517
2647267.0,Invoice PBZ-24-00805,2518
2606571.0,Invoice PBZ-24-00806,2519
2668163.0,Invoice PBZ-24-00807,2520
3311642.0,Invoice PBZ-24-00808,2521
2694635.0,Invoice PBZ-24-00809,2522
2684907.0,Invoice PBZ-24-00810,2523
3028865.0,Invoice PBZ-24-00811,2524
762787.0,Invoice PBZ-24-00812,2525
2203907.0,Invoice PBZ-24-00813,2526
6082866.0,Invoice PBZ-24-00814,2527
14148.54,Invoice PBZ-24-00820,2528
12761.28,Invoice PBZ-24-00827,2529
282237.17,Invoice PBZ-24-00879,2530
2425.0,Invoice PBZ-24-00742,2531
4934.16,Invoice PBZ-24-00743,2532
5001.48,Invoice PBZ-24-00755,2533
4997.52,Invoice PBZ-24-00756,2534
4922.28,Invoice PBZ-24-00757,2535
29597.28,Invoice PBZ-24-00826,2536
22168.32,Invoice PBZ-24-00833,2537
132980.4,Invoice PBZ-24-00838,2538
6461.28,Invoice PBZ-24-00847,2539
4894.48,Invoice PBZ-24-00848,2540
9266.4,Invoice PBZ-24-00849,2541
19546.8,Invoice PBZ-24-00850,2542
18159.6,Invoice PBZ-24-00851,2543
4251.6,Invoice PBZ-24-00855,2544
30558.75,Invoice PBZ-24-00856,2545
8193.9,Invoice PBZ-24-00858,2546
11473.41,Invoice PBZ-24-00843,2547
282241.83,Credit Memo PBZ-24-00878,2548
907.52,Credit Memo PBZ-24-00880,2549
2959259.0,Invoice PBZ-24-00772,2550
45551.02,Invoice PBZ-24-01309,2551
900526.26,Order SOETH24-00061,2552
786049.87,Order SOETH24-00156,2553
4836.42,Order SOHSK24-00013,2554
5359088.0,Order SOPWF24-00002,2555
45567.77,Order SODDG24-00244,2556
12761.28,Order SODDG24-00161,2557
623803.8,Order SOBFS24-00007,2558
4789278.0,Order SOC5524-00023,2559
4869.12,Order SODDG24-00018,2560
58457821.0,Invoice PBZ-24-00773,2561
15012848.0,Invoice PBZ-24-00786,2562
10192830.0,Invoice PBZ-24-00787,2563
3255340.0,Invoice PBZ-24-00789,2564
13575152.0,Invoice PBZ-24-00790,2565
8466087.0,Invoice PBZ-24-00791,2566
13694581.0,Invoice PBZ-24-00792,2567
5487741.0,Invoice PBZ-24-00800,2568
372552.0,Invoice PBZ-24-00815,2569
9850374.0,Invoice PBZ-24-00816,2570
61405.2,Invoice PBZ-24-00817,2571
43898.4,Invoice PBZ-24-00818,2572
419100.0,Invoice PBZ-24-00863,2573
104964.8,Invoice PBZ-24-00877,2574
4815.36,Invoice PBZ-24-00758,2575
4926.24,Invoice PBZ-24-00759,2576
4930.2,Invoice PBZ-24-00761,2577
4759.92,Invoice PBZ-24-00762,2578
4942.08,Invoice PBZ-24-00763,2579
22763.56,Invoice PBZ-24-00822,2580
14313.0,Invoice PBZ-24-00828,2581
53753.04,Invoice PBZ-24-00830,2582
10251.0,Invoice PBZ-24-00831,2583
10679.04,Invoice PBZ-24-00834,2584
9471.76,Invoice PBZ-24-00836,2585
46011.0,Invoice PBZ-24-00839,2586
19646.0,Invoice PBZ-24-00846,2587
24862.5,Invoice PBZ-24-00852,2588
5700.96,Invoice PBZ-24-00859,2589
18060.0,Invoice PBZ-24-00860,2590
14313.0,Credit Memo PBZ-24-01024,2591
33833.66,Invoice PBZ-24-00771,2592
2288.96,Invoice PBZ-24-00870,2593
9656.4,Invoice PBZ-24-01025,2594
1021588.0,Invoice PBZ-24-01273,2595
5.07,Invoice PBZ-24-01303,2596
291868.2,Order SODDG24-00051,2597
57810.2,Order SOHSK24-00035,2598
29943.8,Order SOHSK24-00036,2599
17210.8,Order SOHSK24-00037,2600
293348.0,Order SOWDG24-00009,2601
719496.8,Invoice PBZ-24-01267,2602
864504.47,Order SOETH24-00165,2603
3.61,Invoice SIVI24-01064,2604
719500.41,Order SOETH24-00223,2605
728669.57,Invoice PBZ-24-00982,2606
33522.65,Invoice PBZ-24-01287,2607
728669.57,Order SOETH24-00339,2608
18220.8,Invoice PBZ-24-00769,2609
900526.26,Invoice PBZ-24-00869,2610
3444875.0,Invoice PBZ-24-00871,2611
6514.2,Invoice PBZ-24-00917,2612
32602.5,Invoice PBZ-24-00918,2613
4617.6,Invoice PBZ-24-00922,2614
2785562.0,Invoice PBZ-24-00929,2615
2717231.0,Invoice PBZ-24-00942,2616
1197305.0,Invoice PBZ-24-00970,2617
16643.35,Invoice PBZ-24-00864,2618
14478.5,Invoice PBZ-24-00964,2619
41089.83,Invoice PBZ-24-01285,2620
729492.56,Order SOETH24-00310,2621
38966.29,Order SODDG24-00128,2622
6460608.0,Order SODDG24-00166,2623
6553998.0,Order SODDG24-00167,2624
132980.4,Order SOB6524-00014,2625
58883.84,Order SOWDG24-00049,2626
4946.04,Invoice PBZ-24-00866,2627
5000.0,Invoice PBZ-24-00867,2628
30538.8,Invoice PBZ-24-00920,2629
18610.1,Invoice PBZ-24-00926,2630
18612.4,Invoice PBZ-24-00937,2631
3303999.0,Invoice PBZ-24-00951,2632
6772.4,Invoice PBZ-24-00972,2633
927447.95,Invoice PBZ-24-00978,2634
9185091.0,Invoice PBZ-24-00995,2635
741634.58,Invoice PBZ-24-01005,2636
6531.36,Invoice PBZ-24-00949,2637
4946.04,Invoice PBZ-24-00865,2638
4226.4,Invoice PBZ-24-00927,2639
68147.82,Invoice PBZ-24-01031,2640
66599.56,Invoice PBZ-24-01032,2641
218400.44,Invoice PBZ-24-01033,2642
5985817.0,Invoice PBZ-24-00906,2643
146063.0,Invoice PBZ-24-00952,2644
0.0,Invoice PBZ-24-00955,2645
58883.84,Credit Memo SCVI24-00003,2646
33839.81,Invoice PBZ-24-01310,2647
14584.0,Order SODDG24-00089,2648
303600.0,Order SOOIL24-00111,2649
2827510.0,Order SODDG24-00012,2650
713129.4,Order SODDG24-00143,2651
24710.4,Order SODDG24-00188,2652
806833.0,Order SOETH24-00226,2653
283500.0,Order SODDG24-00005,2654
250.0,Credit Memo SCVI24-00096,2655
14947.9,Invoice PBZ-24-00872,2656
10773.2,Invoice PBZ-24-00873,2657
14601.64,Invoice PBZ-24-00913,2658
28519.92,Invoice PBZ-24-00924,2659
12569.76,Invoice PBZ-24-00930,2660
5937776.0,Invoice PBZ-24-00931,2661
8808.96,Invoice PBZ-24-00935,2662
23961.6,Invoice PBZ-24-00936,2663
19624.8,Invoice PBZ-24-00940,2664
5647.76,Invoice PBZ-24-00947,2665
16623.2,Invoice PBZ-24-00948,2666
1168.0,Invoice PBZ-24-00950,2667
7641697.0,Invoice PBZ-24-00969,2668
3467354.0,Invoice PBZ-24-00973,2669
9770936.0,Invoice PBZ-24-00974,2670
1331554.0,Invoice PBZ-24-00976,2671
2662987.0,Invoice PBZ-24-00977,2672
2182317.0,Invoice PBZ-24-00979,2673
864504.47,Invoice PBZ-24-00980,2674
7888897.0,Invoice PBZ-24-00990,2675
2602502.0,Invoice PBZ-24-00991,2676
3321787.0,Invoice PBZ-24-00996,2677
19255.04,Invoice PBZ-24-00943,2678
9141.96,Invoice PBZ-24-00961,2679
10496.55,Invoice PBZ-24-00965,2680
9839.7,Invoice PBZ-24-00966,2681
24167.96,Invoice PBZ-24-01255,2682
5951214.0,Invoice PBZ-24-00909,2683
41270.54,Invoice PBZ-24-01286,2684
898526.5,Order SOETH24-00062,2685
729407.85,Order SOETH24-00404,2686
48201.96,Order SODDG24-00067,2687
16623.2,Order SODDG24-00175,2688
4167720.0,Order SOHSK24-00009,2689
6885680.0,Order SOWDG24-00043,2690
32218.4,Order SOC5524-00001,2691
23328377.0,Order SOWDG24-00044,2692
9141.96,Order SOGRW24-00006,2693
4922.28,Invoice PBZ-24-00894,2694
4926.24,Invoice PBZ-24-00895,2695
4922.28,Invoice PBZ-24-00896,2696
2188714.0,Invoice PBZ-24-00912,2697
115371.0,Invoice PBZ-24-00919,2698
23236.2,Invoice PBZ-24-00923,2699
39640.34,Invoice PBZ-24-00925,2700
11335.32,Invoice PBZ-24-00928,2701
9013709.0,Invoice PBZ-24-00944,2702
18220.8,Invoice PBZ-24-00954,2703
4262.4,Invoice PBZ-24-00956,2704
18270.0,Invoice PBZ-24-00957,2705
19922.7,Invoice PBZ-24-00959,2706
1107.4,Invoice PBZ-24-00963,2707
6965362.0,Invoice PBZ-24-00981,2708
1318062.0,Invoice PBZ-24-00983,2709
2475052.0,Invoice PBZ-24-00985,2710
9924166.0,Invoice PBZ-24-00986,2711
2707757.0,Invoice PBZ-24-00987,2712
2631415.0,Invoice PBZ-24-00988,2713
2666390.0,Invoice PBZ-24-00989,2714
3426470.0,Invoice PBZ-24-00997,2715
8308259.0,Invoice PBZ-24-00984,2716
44082.92,Invoice PBZ-24-00882,2717
29009.72,Invoice PBZ-24-00915,2718
44082.92,Credit Memo PBZ-24-00886,2719
44082.92,Credit Memo PBZ-24-00888,2720
44082.92,Credit Memo PBZ-24-01161,2721
44082.92,Invoice PBZ-24-00887,2722
44082.92,Invoice PBZ-24-00889,2723
47885.6,Invoice PBZ-24-01162,2724
47882.08,Order SOB6524-00033,2725
178632.0,Order SOC5524-00011,2726
5900650.0,Order SODDG24-00062,2727
3524.08,Order SOWBF24-00022,2728
777919.67,Order SOETH24-00324,2729
8514.0,Order SODDG24-00034,2730
19120.78,Order SOOIL24-00084,2731
4637.16,Invoice PBZ-24-00893,2732
4930.2,Invoice PBZ-24-00897,2733
4926.24,Invoice PBZ-24-00898,2734
4755.96,Invoice PBZ-24-00899,2735
16389.35,Invoice PBZ-24-00900,2736
66918764.0,Invoice PBZ-24-00910,2737
3294565.0,Invoice PBZ-24-00911,2738
9865233.0,Invoice PBZ-24-00914,2739
48184.5,Invoice PBZ-24-00916,2740
14722.5,Invoice PBZ-24-00921,2741
5188725.0,Invoice PBZ-24-00932,2742
10288.0,Invoice PBZ-24-00933,2743
27131.76,Invoice PBZ-24-00938,2744
19105.06,Invoice PBZ-24-00941,2745
13105.95,Invoice PBZ-24-00946,2746
19896950.0,Invoice PBZ-24-00958,2747
23159.4,Invoice PBZ-24-00960,2748
13707191.0,Invoice PBZ-24-00967,2749
8144828.0,Invoice PBZ-24-00968,2750
5435422.0,Invoice PBZ-24-00975,2751
3183484.0,Invoice PBZ-24-00993,2752
191828.7,Invoice PBZ-24-01006,2753
770207.48,Invoice PBZ-24-01015,2754
25622778.0,Invoice PBZ-24-00939,2755
12689408.0,Invoice PBZ-24-00945,2756
4193210.0,Invoice PBZ-24-00971,2757
2942234.0,Invoice PBZ-24-00992,2758
14679.0,Invoice PBZ-24-01022,2759
11653.44,Invoice PBZ-24-00934,2760
2200.28,Invoice PBZ-24-00994,2761
34178.29,Invoice PBZ-24-00908,2762
2286.2,Invoice PBZ-24-00953,2763
4250.0,Invoice PBZ-24-01028,2764
4250.0,Credit Memo PBZ-24-01029,2765
4250.0,Invoice PBZ-24-01030,2766
806829.05,Invoice PBZ-24-01276,2767
37022.56,Invoice PBZ-24-01291,2768
770207.48,Order SOETH24-00190,2769
53322648.0,Order SOOIL24-00024,2770
15084760.0,Order SOOIL24-00098,2771
25675380.0,Order SODDG24-00117,2772
64244.48,Order SODDG24-00223,2773
2506680.0,Order SODDG24-00224,2774
14729.4,Order SOB6524-00017,2775
23159.4,Order SOC5524-00025,2776
14679.0,Order SOB6524-00017,2777
46058.31,Invoice SIVI24-01067,2778
7137781.0,Invoice PBZ-24-00962,2779
708686.5,Order SOETH24-00166,2780
864008.82,Order SOETH24-00167,2781
777919.67,Invoice PBZ-24-01003,2782
708686.5,Invoice PBZ-24-01002,2783
1025160.4,Invoice PBZ-24-01275,2784
33833.68,Invoice PBZ-24-01289,2785
33831.95,Invoice PBZ-24-01290,2786
5.08,Invoice PBZ-24-01304,2787
807216.91,Order SOETH24-00372,2788
18337.6,Invoice PBZ-24-00901,2789
15170.15,Invoice PBZ-24-00902,2790
898526.5,Invoice PBZ-24-01004,2791
2633011.0,Invoice PBZ-24-01055,2792
1156358.0,Invoice PBZ-24-01063,2793
1685.76,Invoice PBZ-24-01071,2794
1282.0,Invoice PBZ-24-01072,2795
13115.2,Invoice PBZ-24-01078,2796
14735.7,Invoice PBZ-24-01079,2797
14421.0,Invoice PBZ-24-01080,2798
2715433.0,Invoice PBZ-24-01097,2799
10416715.0,Invoice PBZ-24-01098,2800
9866122.0,Invoice PBZ-24-01100,2801
3433768.0,Invoice PBZ-24-01101,2802
1177569.0,Invoice PBZ-24-01116,2803
6984.62,Invoice PBZ-24-01057,2804
786049.87,Invoice PBZ-24-01016,2805
1878.4,Invoice PBZ-24-01048,2806
40998.58,Invoice PBZ-24-01288,2807
63150.75,Order SOC5524-00019,2808
21315.1,Order SODDG24-00164,2809
717268.42,Order SOETH24-00305,2810
15929478.0,Order SOOIL24-00010,2811
2450.0,Order SOWBF24-00006,2812
4231656.0,Order SODDG24-00169,2813
5432986.0,Order SOHSK24-00007,2814
55194.25,Order SOB6524-00010,2815
206564.4,Order SOB6524-00032,2816
1685.76,Order SOWDG24-00010,2817
864008.82,Invoice PBZ-24-01014,2818
18189.2,Invoice PBZ-24-01062,2819
4274.82,Invoice PBZ-24-01064,2820
4865.9,Invoice PBZ-24-01065,2821
5665.44,Invoice PBZ-24-01067,2822
10631.4,Invoice PBZ-24-01075,2823
11730.0,Invoice PBZ-24-01076,2824
3032164.0,Invoice PBZ-24-01103,2825
3204657.0,Invoice PBZ-24-01104,2826
2678811.0,Invoice PBZ-24-01105,2827
9779356.0,Invoice PBZ-24-01108,2828
11373.87,Invoice PBZ-24-01118,2829
728578.7,Invoice PBZ-24-01143,2830
16982460.0,Invoice PBZ-24-01061,2831
2641752.0,Invoice PBZ-24-01102,2832
89580.8,Invoice PBZ-24-01054,2833
36698.7,Invoice PBZ-24-01056,2834
18461.1,Invoice PBZ-24-01058,2835
3012316.0,Invoice PBZ-24-01038,2836
41246.88,Invoice PBZ-24-01292,2837
33518.47,Invoice PBZ-24-01297,2838
38667.16,Order SODDG24-00122,2839
707527.36,Order SOETH24-00140,2840
728578.7,Order SOETH24-00340,2841
92305.5,Order SOOIL24-00015,2842
19913952.0,Order SOOIL24-00081,2843
36348.8,Order SOOIL24-00091,2844
10516240.0,Order SODDG24-00118,2845
2523352.0,Order SODDG24-00181,2846
4766988.0,Order SODDG24-00182,2847
4274.82,Order SODDG24-00198,2848
13115.2,Order SOB6524-00001,2849
11750.0,Order SOC5524-00006,2850
44665.6,Order SOB6524-00021,2851
4894.56,Invoice PBZ-24-01011,2852
4930.2,Invoice PBZ-24-01012,2853
7835991.0,Invoice PBZ-24-01045,2854
8828447.0,Invoice PBZ-24-01052,2855
6568135.0,Invoice PBZ-24-01059,2856
23696.64,Invoice PBZ-24-01068,2857
9934.88,Invoice PBZ-24-01069,2858
37728.9,Invoice PBZ-24-01074,2859
4890.62,Invoice PBZ-24-01077,2860
4385.52,Invoice PBZ-24-01081,2861
4570.8,Invoice PBZ-24-01082,2862
6431.48,Invoice PBZ-24-01083,2863
2242744.0,Invoice PBZ-24-01106,2864
2247087.0,Invoice PBZ-24-01111,2865
5301107.0,Invoice PBZ-24-01119,2866
3329474.0,Invoice PBZ-24-01121,2867
2899882.0,Invoice PBZ-24-01123,2868
2939745.0,Invoice PBZ-24-01120,2869
18293.8,Invoice PBZ-24-01001,2870
218399.94,Invoice PBZ-24-01010,2871
4918.32,Invoice PBZ-24-01013,2872
5997351.0,Invoice PBZ-24-01041,2873
719131.92,Invoice PBZ-24-01268,2874
719135.53,Order SOETH24-00224,2875
4385.52,Order SOGRW24-00007,2876
109091.2,Order SOOIL24-00065,2877
14185.5,Order SODDG24-00069,2878
23440642.0,Order SODDG24-00092,2879
4631480.0,Order SODDG24-00017,2880
4473756.0,Order SODDG24-00178,2881
2411.42,Invoice PBZ-24-01017,2882
4922.28,Invoice PBZ-24-01018,2883
4872.56,Invoice PBZ-24-01019,2884
4876.48,Invoice PBZ-24-01021,2885
19613194.0,Invoice PBZ-24-01049,2886
13872.3,Invoice PBZ-24-01066,2887
23862.3,Invoice PBZ-24-01084,2888
18270.0,Invoice PBZ-24-01087,2889
4787.1,Invoice PBZ-24-01089,2890
4302.0,Invoice PBZ-24-01090,2891
19297.2,Invoice PBZ-24-01091,2892
19938.6,Invoice PBZ-24-01092,2893
137042.1,Invoice PBZ-24-01095,2894
5893946.0,Invoice PBZ-24-01107,2895
6388532.0,Invoice PBZ-24-01109,2896
8227085.0,Invoice PBZ-24-01115,2897
13106126.0,Invoice PBZ-24-01117,2898
5500611.0,Invoice PBZ-24-01122,2899
2912466.0,Invoice PBZ-24-01124,2900
9850209.0,Invoice PBZ-24-01125,2901
9340990.0,Invoice PBZ-24-01127,2902
2691079.0,Invoice PBZ-24-01128,2903
2668163.0,Invoice PBZ-24-01129,2904
809244.0,Invoice PBZ-24-01130,2905
2304415.0,Invoice PBZ-24-01132,2906
8498007.0,Invoice PBZ-24-01126,2907
4872.56,Invoice PBZ-24-01020,2908
14553.0,Invoice PBZ-24-01044,2909
48212.08,Invoice PBZ-24-01046,2910
38726.26,Invoice PBZ-24-01047,2911
12781.44,Invoice PBZ-24-01051,2912
10396.5,Invoice PBZ-24-01244,2913
29160.86,Invoice PBZ-24-01050,2914
1029904.51,Invoice PBZ-24-01272,2915
31524.45,Order SOC5524-00016,2916
67204.58,Order SODDG24-00152,2917
2293280.0,Order SODDG24-00174,2918
774915.57,Order SOETH24-00172,2919
54600.0,Order SOOIL24-00019,2920
344813.0,Order SOB6524-00006,2921
67467.12,Order SODDG24-00002,2922
199718.64,Order SODDG24-00124,2923
136635.84,Order SODDG24-00125,2924
5030340.0,Order SODDG24-00180,2925
23682780.0,Order SODDG24-00204,2926
637200.0,Order SOWDG24-00020,2927
14304942.0,Order SOOIL24-00062,2928
19136.04,Order SOOIL24-00085,2929
7580650.0,Order SOOIL24-00103,2930
15804323.0,Order SOWDG24-00075,2931
4649.12,Invoice PBZ-24-01023,2932
4715.76,Invoice PBZ-24-01027,2933
39663929.0,Invoice PBZ-24-01043,2934
13328.64,Invoice PBZ-24-01070,2935
12838.0,Invoice PBZ-24-01073,2936
45903.2,Invoice PBZ-24-01085,2937
14621.34,Invoice PBZ-24-01088,2938
4474.8,Invoice PBZ-24-01093,2939
18122.6,Invoice PBZ-24-01094,2940
19502323.0,Invoice PBZ-24-01096,2941
3267057.0,Invoice PBZ-24-01099,2942
11814048.0,Invoice PBZ-24-01113,2943
4383.41,Invoice PBZ-24-01131,2944
2475052.0,Invoice PBZ-24-01133,2945
3146552.0,Invoice PBZ-24-01134,2946
2549597.0,Invoice PBZ-24-01135,2947
2647302.0,Invoice PBZ-24-01137,2948
707527.36,Invoice PBZ-24-01142,2949
717268.42,Invoice PBZ-24-01144,2950
3929596.0,Invoice PBZ-24-01112,2951
2666289.0,Invoice PBZ-24-01136,2952
52010.4,Invoice PBZ-24-01039,2953
66150.36,Invoice PBZ-24-01040,2954
9718.8,Invoice PBZ-24-01053,2955
11449.88,Invoice PBZ-24-01060,2956
52945.2,Invoice PBZ-24-01248,2957
14800.0,Invoice PBZ-24-01034,2958
33758.28,Invoice PBZ-24-01037,2959
9466453.0,Invoice PBZ-24-01042,2960
2286.2,Invoice PBZ-24-01139,2961
278206.0,Invoice PBZ-24-01140,2962
408.48,Invoice PBZ-24-01086,2963
777504.05,Invoice PBZ-24-01269,2964
33834.57,Invoice PBZ-24-01296,2965
33835.94,Invoice PBZ-24-01298,2966
4474.8,Order SODDG24-00218,2967
808449.32,Order SOETH24-00225,2968
777507.95,Order SOETH24-00227,2969
73975.6,Order SOOIL24-00069,2970
15208.48,Order SODDG24-00036,2971
51429.12,Order SODDG24-00127,2972
23986.48,Order SODDG24-00199,2973
4957100.0,Order SODDG24-00162,2974
34192248.0,Order SOWDG24-00072,2975
11436.6,Return Order SRB6524-00001,2976
11997944.0,Invoice PBZ-24-01110,2977
5307667.0,Invoice PBZ-24-01114,2978
896962.02,Order SOETH24-00063,2979
774915.57,Invoice PBZ-24-01141,2980
56709.85,Invoice PBZ-24-01295,2981
839743.54,Order SOETH24-00131,2982
5009.6,Invoice PBZ-24-01035,2983
4942.08,Invoice PBZ-24-01138,2984
13017.92,Invoice PBZ-24-01036,2985
917842.03,Invoice PBZ-24-01152,2986
1120352.0,Invoice PBZ-24-01169,2987
3321831.0,Invoice PBZ-24-01170,2988
2596397.0,Invoice PBZ-24-01171,2989
1081585.0,Invoice PBZ-24-01174,2990
2672992.0,Invoice PBZ-24-01175,2991
9356903.0,Invoice PBZ-24-01179,2992
1698917.0,Invoice PBZ-24-01184,2993
9920.92,Invoice PBZ-24-01218,2994
11485.6,Invoice PBZ-24-01221,2995
19488.6,Invoice PBZ-24-01222,2996
4937.4,Invoice PBZ-24-01224,2997
5634.36,Invoice PBZ-24-01225,2998
1607.68,Invoice PBZ-24-01229,2999
12956.1,Invoice PBZ-24-01245,3000
3543.0,Invoice PBZ-24-01253,3001
9372822.0,Invoice PBZ-24-01176,3002
808445.36,Invoice PBZ-24-01277,3003
763243.73,Invoice PBZ-24-01280,3004
488.0,Invoice PBZ-24-01278,3005
12956.1,Order SOB6524-00019,3006
44043.9,Order SOB6524-00019,3007
803084.12,Order SOETH24-00311,3008
7378675.0,Order SOOIL24-00053,3009
7367640.0,Order SOOIL24-00059,3010
5009.6,Order SODDG24-00028,3011
28336.08,Order SODDG24-00189,3012
25587720.0,Order SOWDG24-00073,3013
6216547.0,Order SOHSK24-00002,3014
21331.96,Order SOPWF24-00004,3015
1607.68,Order SOWDG24-00011,3016
20187.0,BIO-ELEKT D.O.O. PBZ-24-00599 befiz. átvez. DUP1 do.o.,3017
20187.0,BIO-ELEKT D.O.O. PBZ-24-00599 befiz. átvez. DUP1 do.o.,3018
20187.0,BIO-ELEKT D.O.O. PBZ-24-00599 befiz. átvez. DUP1 do.o.,3019
44043.9,Return Order SRB6524-00006,3020
46150.58,Invoice SIVI24-01066,3021
1258.1,Credit Memo SCVI24-00051,3022
248.0,Credit Memo SCVI24-00095,3023
5017.32,Invoice PBZ-24-01147,3024
4953.96,Invoice PBZ-24-01148,3025
4938.12,Invoice PBZ-24-01151,3026
896962.02,Invoice PBZ-24-01153,3027
785569.01,Invoice PBZ-24-01154,3028
839743.54,Invoice PBZ-24-01155,3029
803084.12,Invoice PBZ-24-01156,3030
5821503.0,Invoice PBZ-24-01173,3031
9755315.0,Invoice PBZ-24-01188,3032
1321176.0,Invoice PBZ-24-01189,3033
3271495.0,Invoice PBZ-24-01190,3034
1217981.0,Invoice PBZ-24-01192,3035
2745151.0,Invoice PBZ-24-01194,3036
4732445.0,Invoice PBZ-24-01195,3037
6119599.0,Invoice PBZ-24-01196,3038
3745.6,Invoice PBZ-24-01220,3039
6395.76,Invoice PBZ-24-01231,3040
9047.52,Invoice PBZ-24-01232,3041
18669.7,Invoice PBZ-24-01233,3042
14716.8,Invoice PBZ-24-01234,3043
4478.4,Invoice PBZ-24-01237,3044
11614.88,Invoice PBZ-24-01239,3045
5250.0,Invoice PBZ-24-01241,3046
17617.0,Invoice PBZ-24-01242,3047
4774717.0,Invoice PBZ-24-01262,3048
508000.0,Invoice PBZ-24-01263,3049
23495.6,Invoice PBZ-24-01299,3050
37219.55,Invoice PBZ-24-01300,3051
35267.09,Invoice PBZ-24-01301,3052
41264.99,Invoice PBZ-24-01302,3053
14718310.0,Order SOC5524-00014,3054
4043116.0,Order SODDG24-00071,3055
9271.68,Order SOGRW24-00025,3056
15375000.0,Order SOOIL24-00097,3057
16104.2,Order SOWBF24-00020,3058
4818582.0,Order SOC5524-00042,3059
10363320.0,Order SODDG24-00023,3060
13312.8,Order SODDG24-00101,3061
4262452.0,Order SODDG24-00168,3062
69785.46,Order SODDG24-00245,3063
4151376.0,Order SOHSK24-00008,3064
5225.0,Order SODDG24-00201,3065
3791020.0,Order SOWDG24-00074,3066
4953.96,Invoice PBZ-24-01149,3067
18594.52,Invoice PBZ-24-01150,3068
5227282.0,Invoice PBZ-24-01168,3069
2144723.0,Invoice PBZ-24-01172,3070
13407649.0,Invoice PBZ-24-01181,3071
4047477.0,Invoice PBZ-24-01183,3072
11425771.0,Invoice PBZ-24-01186,3073
9165.59,Invoice PBZ-24-01191,3074
5919320.0,Invoice PBZ-24-01193,3075
1231900.0,Invoice PBZ-24-01198,3076
9787382.0,Invoice PBZ-24-01199,3077
2594362.0,Invoice PBZ-24-01200,3078
2645232.0,Invoice PBZ-24-01202,3079
3411474.0,Invoice PBZ-24-01203,3080
3489350.0,Invoice PBZ-24-01204,3081
13100.78,Invoice PBZ-24-01223,3082
10851.84,Invoice PBZ-24-01227,3083
12670.0,Invoice PBZ-24-01230,3084
23297.22,Invoice PBZ-24-01235,3085
9068.4,Invoice PBZ-24-01238,3086
1780.8,Invoice PBZ-24-01240,3087
20488.5,Invoice PBZ-24-01246,3088
56406.9,Invoice PBZ-24-01249,3089
5583.6,Invoice PBZ-24-01250,3090
19546.8,Invoice PBZ-24-01251,3091
18293.8,Invoice PBZ-24-01252,3092
1558.14,Invoice PBZ-24-01197,3093
2993861.0,Invoice PBZ-24-01166,3094
719572.17,Invoice PBZ-24-01270,3095
136264.9,Order SODDG24-00121,3096
5583.6,Order SODDG24-00203,3097
719575.78,Order SOETH24-00228,3098
172139.44,Order SOETH24-00292,3099
970000.0,Order SOGRW24-00010,3100
7706600.0,Order SOOIL24-00034,3101
171885780.0,Order SODDG24-00123,3102
36978776.0,Order SODDG24-00165,3103
26341.2,Order SODDG24-00200,3104
24678.72,Order SODDG24-00212,3105
2747520.0,Order SODDG24-00248,3106
1225.8,Order SOC5524-00035,3107
18594.52,Order SOOIL24-00077,3108
73414.68,Order SOOIL24-00087,3109
36514.6,Order SOOIL24-00093,3110
14736470.0,Order SOWDG24-00068,3111
48729.6,Order SOWDG24-00071,3112
22500.0,ADM Agriculture Ltd. befiz. átvez. PBZ-24-00988 Arkady Feed,3113
5401.2,Order SOWBF24-00020,3114
6298.0,Order SOPWF24-00004,3115
3.61,Invoice SIVI24-01065,3116
